NUMERO_MANDATO;BENEFICIARIO;PARTITA_IVA_O_CF;IMPORTO;ATTO_DI_IMPEGNO;DIREZIONE_SERVIZIO_RESP_PROC;DOCUMENTO
015722;C.S.D.DIACONIA VALDESE F.NA-R.A.ANZCASA DI RIPOSO IL GIGNORO;07639750012;4111,72;DD/12/005870;DIR.SERV.SOCIALI;FATTURA
015722;C.S.D.DIACONIA VALDESE F.NA-R.A.ANZCASA DI RIPOSO IL GIGNORO;07639750012;4192,44;DD/12/005870;DIR.SERV.SOCIALI;FATTURA
015722;C.S.D.DIACONIA VALDESE F.NA-R.A.ANZCASA DI RIPOSO IL GIGNORO;07639750012;19801,82;DD/12/005870;DIR.SERV.SOCIALI;FATTURA
015722;C.S.D.DIACONIA VALDESE F.NA-R.A.ANZCASA DI RIPOSO IL GIGNORO;07639750012;19105,39;DD/12/005870;DIR.SERV.SOCIALI;FATTURA
021848;C.S.R.A. S.N.C.;03457800484;85,45;DD/12/006689;SERV.CENTR.ACQUISTI;FATTURA
021848;C.S.R.A. S.N.C.;03457800484;409,04;DD/12/006689;SERV.CENTR.ACQUISTI;FATTURA
021848;C.S.R.A. S.N.C.;03457800484;264,85;DD/12/006689;SERV.CENTR.ACQUISTI;FATTURA
021848;C.S.R.A. S.N.C.;03457800484;41,45;DD/12/006689;SERV.CENTR.ACQUISTI;FATTURA
021848;C.S.R.A. S.N.C.;03457800484;1548,02;DD/12/006689;SERV.CENTR.ACQUISTI;FATTURA
021848;C.S.R.A. S.N.C.;03457800484;215,94;DD/12/006689;SERV.CENTR.ACQUISTI;FATTURA
021848;C.S.R.A. S.N.C.;03457800484;289,68;DD/12/006689;SERV.CENTR.ACQUISTI;FATTURA
022072;C.S.R.A. S.N.C.;03457800484;714,23;DD/12/006689;SERV.CENTR.ACQUISTI;FATTURA
013767;C.S.R.A. S.N.C.;03457800484;318,81;DD/11/010117;SERV.CENTR.ACQUISTI;FATTURA
013767;C.S.R.A. S.N.C.;03457800484;211,55;DD/11/010117;SERV.CENTR.ACQUISTI;FATTURA
013767;C.S.R.A. S.N.C.;03457800484;416,96;DD/11/010117;SERV.CENTR.ACQUISTI;FATTURA
013767;C.S.R.A. S.N.C.;03457800484;296,02;DD/11/010117;SERV.CENTR.ACQUISTI;FATTURA
013767;C.S.R.A. S.N.C.;03457800484;883,78;DD/11/010117;SERV.CENTR.ACQUISTI;FATTURA
017638;C&T CROSSMEDIA SRL;05842480484;6836,5;DD/12/001588;SERV. MUSEI COMUNALI;FATTURA
021677;C.T.S. SRL;02443840240;937,02;DD/12/006801;SERV.BIBL.ARCH.EVENT;FATTURA
021680;C.T.S. SRL;02443840240;229,9;DD/12/006935;SERV.BIBL.ARCH.EVENT;FATTURA
022166;CUKI COFRESCO SPA;07790490010;8479,81;DD/12/004575;SERV.CENTR.ACQUISTI;FATTURA
020513;CUKI COFRESCO SPA;07790490010;1949,96;DD/11/010469;SERV SUPPORTO SCUOLA;FATTURA
015468;CUKI COFRESCO SPA;07790490010;434,87;DD/11/010469;SERV SUPPORTO SCUOLA;FATTURA
017124;CULTER;02135190979;1210;DD/11/009778;SERV.BIBL.ARCH.EVENT;FATTURA
023251;CULTER;02135190979;3630;DD/12/006189;SERVIZIO SPORT;FATTURA
016781;CUORE COOPERATIVA SOCIALE ONLUS;01271950493;852,8;DD/12/005110;S.FAMIGLIA E ACCOGL.;FATTURA
013626;CUORE COOPERATIVA SOCIALE ONLUS;01271950493;895,44;DD/12/001659;S.FAMIGLIA E ACCOGL.;FATTURA
024239;D'ADDERIO DANIELAAVVOCATO;08160890011;429,14;DD/12/011190;DIREZ. AVVOCATURA;FATTURA
018078;DAFNE S.R.L.;04901360489;5604;DD/08/010793;SERV. MUSEI COMUNALI;FATTURA
018391;DAFNE S.R.L.;04901360489;5472;DD/08/010836;SERV. MUSEI COMUNALI;FATTURA
015920;DAMAZINGROSSO CASALINGHI;00089490478;496;DD/11/003893;SERV.CENTR.ACQUISTI;FATTURA
015922;DAMAZINGROSSO CASALINGHI;00089490478;702,15;DD/11/006549;SERV.CENTR.ACQUISTI;FATTURA
015930;DAMAZINGROSSO CASALINGHI;00089490478;5,46;DD/11/006549;SERV.CENTR.ACQUISTI;FATTURA
015921;DAMAZINGROSSO CASALINGHI;00089490478;248,39;DD/11/006549;SERV.CENTR.ACQUISTI;FATTURA
015934;DAMAZINGROSSO CASALINGHI;00089490478;2253,76;DD/12/005017;SERV.CENTR.ACQUISTI;FATTURA
017151;DAMAZINGROSSO CASALINGHI;00089490478;868,63;DD/12/000326;SERV SUPPORTO SCUOLA;FATTURA
019927;DAMAZINGROSSO CASALINGHI;00089490478;3738,9;DD/12/006909;SERV.CENTR.ACQUISTI;FATTURA
020113;DAMAZINGROSSO CASALINGHI;00089490478;264,35;DD/12/002139;SERV.CENTR.ACQUISTI;FATTURA
020113;DAMAZINGROSSO CASALINGHI;00089490478;151,66;DD/12/002139;SERV.CENTR.ACQUISTI;FATTURA
020112;DAMAZINGROSSO CASALINGHI;00089490478;3906,12;DD/12/005268;SERV.CENTR.ACQUISTI;FATTURA
020112;DAMAZINGROSSO CASALINGHI;00089490478;3742,17;DD/12/005268;SERV.CENTR.ACQUISTI;FATTURA
020112;DAMAZINGROSSO CASALINGHI;00089490478;2372,59;DD/12/005268;SERV.CENTR.ACQUISTI;FATTURA
020199;DAMAZINGROSSO CASALINGHI;00089490478;544,5;DD/12/005017;SERV.CENTR.ACQUISTI;FATTURA
022090;DAMAZINGROSSO CASALINGHI;00089490478;3920,4;DD/12/006909;SERV.CENTR.ACQUISTI;FATTURA
022135;DAMAZINGROSSO CASALINGHI;00089490478;3869,58;DD/12/006909;SERV.CENTR.ACQUISTI;FATTURA
020425;DAMAZINGROSSO CASALINGHI;00089490478;4960,4;DD/12/006909;SERV.CENTR.ACQUISTI;FATTURA
018440;DAMAZINGROSSO CASALINGHI;00089490478;19,41;DD/11/006549;SERV.CENTR.ACQUISTI;FATTURA
018438;DAMAZINGROSSO CASALINGHI;00089490478;564;DD/11/006549;SERV.CENTR.ACQUISTI;FATTURA
018436;DAMAZINGROSSO CASALINGHI;00089490478;30,51;DD/11/006549;SERV.CENTR.ACQUISTI;FATTURA
018439;DAMAZINGROSSO CASALINGHI;00089490478;31,8;DD/11/006549;SERV.CENTR.ACQUISTI;FATTURA
018434;DAMAZINGROSSO CASALINGHI;00089490478;14,24;DD/09/012329;SERV.CENTR.ACQUISTI;FATTURA
018437;DAMAZINGROSSO CASALINGHI;00089490478;206,08;DD/11/006549;SERV.CENTR.ACQUISTI;FATTURA
018435;DAMAZINGROSSO CASALINGHI;00089490478;49,58;DD/11/005471;SERV.CENTR.ACQUISTI;FATTURA
018441;DAMAZINGROSSO CASALINGHI;00089490478;6,4;DD/11/006549;SERV.CENTR.ACQUISTI;FATTURA
023051;DAMAZINGROSSO CASALINGHI;00089490478;3170,07;DD/12/000326;SERV SUPPORTO SCUOLA;FATTURA
023053;DAMAZINGROSSO CASALINGHI;00089490478;1375,89;DD/12/008514;SERV SUPPORTO SCUOLA;FATTURA
020117;DANPETE S.R.L.;03508470246;9960,72;DD/12/003181;SERV.CENTR.ACQUISTI;FATTURA
019827;DATA ENTRY COOP.-;01914900483;1114,35;DD/11/008216;SERV SUPPORTO SCUOLA;FATTURA
021926;DATA ENTRY COOP.-;01914900483;1088,79;DD/11/008216;SERV SUPPORTO SCUOLA;FATTURA
018907;DATA ENTRY COOP.-;01914900483;1109,05;DD/11/008216;SERV SUPPORTO SCUOLA;FATTURA
015634;DATA ENTRY COOP.-;01914900483;1008,49;DD/11/008216;SERV SUPPORTO SCUOLA;FATTURA
015799;DATA ENTRY COOP.-;01914900483;1106,98;DD/11/008216;SERV SUPPORTO SCUOLA;FATTURA
017634;DAY RISTOSERVICE S.P.A;03543000370;128515,09;DD/12/007983;SERV.CENTR.ACQUISTI;FATTURA
017633;DAY RISTOSERVICE S.P.A;03543000370;982,8;DD/12/008011;SERV.CENTR.ACQUISTI;FATTURA
017660;DAY RISTOSERVICE S.P.A;03543000370;106207,92;DD/12/007826;SERV.CENTR.ACQUISTI;FATTURA
021923;DAY RISTOSERVICE S.P.A;03543000370;187688,38;DD/12/009896;SERV.CENTR.ACQUISTI;FATTURA
013535;DAY RISTOSERVICE S.P.A;03543000370;200884,32;DD/12/005868;SERV.CENTR.ACQUISTI;FATTURA
022728;D.B.I SASD.B.I. SAS DI PAOLO CENDERELLI & C.;04811310483;6745,75;DD/12/007180;SERV.GEST. E MANUT. (EX);FATTURA
022726;D.B.I SASD.B.I. SAS DI PAOLO CENDERELLI & C.;04811310483;4477;DD/12/007180;SUP.TECN.QUART.E IMP.SPOR;FATTURA
016082;DCS SOFTWARE E SERVIZI SRL;08063140019;680,67;DD/12/003082;DIREZ. AVVOCATURA;FATTURA
021307;DE. MAS S.R.L;02138320482;18744,11;DD/12/001398;SERV.GEST. E MANUT. (EX);FATTURA
013540;DE.CA. SICUREZZA SUL LAVORODI TIZZANINI/CLAUDIO;05580380482;1016,4;DD/12/004563;SERV.CENTR.ACQUISTI;FATTURA
017048;DE.CA. SICUREZZA SUL LAVORODI TIZZANINI/CLAUDIO;05580380482;49;DD/12/004696;SERV.CENTR.ACQUISTI;FATTURA
014631;DEGL'INNOCENTI - S.R.L.MACCHINE AGRICOLE ACCESSORI RICAMBI;01305150482;682,27;DD/11/000836;SERV.QUALITA' VERDE;FATTURA
016381;DEGL'INNOCENTI - S.R.L.MACCHINE AGRICOLE ACCESSORI RICAMBI;01305150482;852,93;DD/12/005133;SERVIZIO SPORT;FATTURA
022637;DEGL'INNOCENTI - S.R.L.MACCHINE AGRICOLE ACCESSORI RICAMBI;01305150482;417;DD/12/000690;SERV.QUALITA' VERDE;FATTURA
015196;DEGL'INNOCENTI - S.R.L.MACCHINE AGRICOLE ACCESSORI RICAMBI;01305150482;747,83;DD/11/000836;SERV.QUALITA' VERDE;FATTURA
018961;DEGL'INNOCENTI - S.R.L.MACCHINE AGRICOLE ACCESSORI RICAMBI;01305150482;861,19;DD/11/000836;SERV.QUALITA' VERDE;FATTURA
018966;DEGL'INNOCENTI - S.R.L.MACCHINE AGRICOLE ACCESSORI RICAMBI;01305150482;578,08;DD/12/000690;SERV.QUALITA' VERDE;FATTURA
017614;DELFINO RESIDENZE SRLVILLA POGGIO ADORNO;04974020481;3164,81;DD/12/008019;DIR.SERV.SOCIALI;FATTURA
020456;DELFINO RESIDENZE SRLVILLA POGGIO ADORNO;04974020481;2662,77;DD/12/009305;DIR.SERV.SOCIALI;FATTURA
018321;DELFINO RESIDENZE SRLVILLA POGGIO ADORNO;04974020481;2972,54;DD/12/008019;DIR.SERV.SOCIALI;FATTURA
013806;DELFINO RESIDENZE SRLVILLA POGGIO ADORNO;04974020481;3431,03;DD/12/005870;DIR.SERV.SOCIALI;FATTURA
015739;DELFINO RESIDENZE SRLVILLA POGGIO ADORNO;04974020481;3106,47;DD/12/006467;DIR.SERV.SOCIALI;FATTURA
023936;DELIZIA RICEVIMENTI S.R.L.;04608800480;858;DD/12/009555;S.SOSTENIBIL.AMBIENTALE;FATTURA
020458;DELIZIA RICEVIMENTI S.R.L.;04608800480;3630;DD/12/007666;UFF.AFFARI GEN.E CERIM.;FATTURA
014153;DELTA DESMO DI F.EM.PIERETTI SNC;04493190484;522,72;DD/11/011721;DIR.ATTIVITA'ECONOMICHE;FATTURA
014154;DELTA DESMO DI F.EM.PIERETTI SNC;04493190484;52,51;DD/12/001484;DIR.ATTIVITA'ECONOMICHE;FATTURA
017696;DELTA DESMO DI F.EM.PIERETTI SNC;04493190484;556,6;DD/12/004375;DIREZ. AVVOCATURA;FATTURA
021667;DELTA PHI SIGLA S.R.L.;03828620488;6642,9;DD/11/011252;SERVIZI ALL'INFANZIA;FATTURA
020133;DELTA PHI SIGLA S.R.L.;03828620488;6776;DD/12/004633;SERV.GEST.INFRASTR.TECNOL;FATTURA
021510;DELTA PHI SIGLA S.R.L.;03828620488;7584;DD/10/011050;SERV.SVIL.INFRASTR.TECNOL;FATTURA
017077;DELTA PHI SIGLA S.R.L.;03828620488;5076;DD/10/008433;SERV.GEST.INFRASTR.TECNOL;FATTURA
017078;DELTA PHI SIGLA S.R.L.;03828620488;2700;DD/10/008433;SERV.GEST.INFRASTR.TECNOL;FATTURA
022638;DELTA UFFICIO  S.R.L;03363350483;246,6;DD/12/007267;SERV. QUALITA' AMBIENTALE;FATTURA
022752;DELTA UFFICIO  S.R.L;03363350483;558,1;DD/11/008281;DIREZ.AMBIENTE;FATTURA
017174;DET NORSKE VERITAS ITALIA S.R.L.;00820340966;1200;DD/08/006010;SERV.STATIS.E TOPONOM.;FATTURA
017175;DET NORSKE VERITAS ITALIA S.R.L.;00820340966;10;DD/08/006010;SERV.STATIS.E TOPONOM.;FATTURA
017195;DET NORSKE VERITAS ITALIA S.R.L.;00820340966;1452;DD/08/006010;SERV.STATIS.E TOPONOM.;FATTURA
023423;DET NORSKE VERITAS ITALIA S.R.L.;00820340966;1498,46;DD/12/007600;SERV.STATIS.E TOPONOM.;FATTURA
018740;D.F. COLOR;05937240488;20933;DD/12/006319;SUP.TECN.QUART.E IMP.SPOR;FATTURA
021134;D.F. COLOR;05937240488;13915;DD/12/006319;SUP.TECN.QUART.E IMP.SPOR;FATTURA
021143;D.F. COLOR;05937240488;719;DD/12/000568;SUP.TECN.QUART.E IMP.SPOR;FATTURA
021144;D.F. COLOR;05937240488;4000;DD/12/000568;SUP.TECN.QUART.E IMP.SPOR;FATTURA
024004;DI TANTE VALENTINA;DTNVNT77A59B832D;230,04;DD/12/005448;SERVIZIO SPORT;FATTURA
017700;DI TANTE VALENTINA;DTNVNT77A59B832D;383,4;DD/12/005448;SERVIZIO SPORT;FATTURA
014290;DIDATTICA TOSCANA;00486330509;630;DD/08/010155;S.ATT.EDUC.E FORMAT.;FATTURA
014278;DIDATTICA TOSCANA;00486330509;2747,39;DD/11/011054;S.ATT.EDUC.E FORMAT.;FATTURA
018015;DIDATTICA TOSCANA;00486330509;4156,35;DD/12/003918;SERV.SCUOLA INFANZIA;FATTURA
014825;DIDATTICA TOSCANA;00486330509;1698,7;DD/12/000240;S.ATT.EDUC.E FORMAT.;FATTURA
014825;DIDATTICA TOSCANA;00486330509;3700;DD/12/000240;S.ATT.EDUC.E FORMAT.;FATTURA
014825;DIDATTICA TOSCANA;00486330509;1398,7;DD/12/000240;S.ATT.EDUC.E FORMAT.;FATTURA
014825;DIDATTICA TOSCANA;00486330509;2997,4;DD/12/000240;S.ATT.EDUC.E FORMAT.;FATTURA
014825;DIDATTICA TOSCANA;00486330509;1138,03;DD/12/000240;S.ATT.EDUC.E FORMAT.;FATTURA
015454;DIDATTICA TOSCANA;00486330509;1751;DD/11/011055;S.ATT.EDUC.E FORMAT.;FATTURA
015455;DIDATTICA TOSCANA;00486330509;6966,33;DD/11/011055;S.ATT.EDUC.E FORMAT.;FATTURA
015888;DIESEL SERVICE S.R.L;02086200488;581,03;DD/11/010117;SERV.CENTR.ACQUISTI;FATTURA
024250;DIGITAL NETWORK S.R.L.;05159080489;17786,87;DD/11/009862;DIR.SIST.INFORMATIVI;FATTURA
021204;DINOSERVICE SRL;01940990979;1134,38;DD/11/010854;DIR.CORPO POLIZ.MUN.;FATTURA
015855;DINOSERVICE SRL;01940990979;1134,38;DD/11/010854;DIR.CORPO POLIZ.MUN.;FATTURA
017142;DIP.TO SCIENZA POLITICA-SOCIOL.POL.UNIVERSITA' STUDI DI FIRENZE;01279680480;6259;DD/06/013309;DIR.SERV.SOCIALI;FATTURA
021612;D.I.V.A.  di M e L. VANNUZZI;00976670489;11695,86;DD/12/001080;S.BELLE ARTI E FAB.PAL.V.;FATTURA
020400;DIVERSEY S.R.L.;02200000343;4045,27;DD/12/008236;SERV SUPPORTO SCUOLA;FATTURA
020068;DOMUS COOPCOOP.DI SOLIDARIETÓ A R.L.;01420020404;2579,2;DD/12/007210;S.FAMIGLIA E ACCOGL.;FATTURA
020067;DOMUS COOPCOOP.DI SOLIDARIETÓ A R.L.;01420020404;2579,2;DD/12/006505;S.FAMIGLIA E ACCOGL.;FATTURA
016772;DOMUS COOPCOOP.DI SOLIDARIETÓ A R.L.;01420020404;4159,9;DD/12/005110;S.FAMIGLIA E ACCOGL.;FATTURA
016755;DOMUS COOPCOOP.DI SOLIDARIETÓ A R.L.;01420020404;4298,56;DD/12/004060;S.FAMIGLIA E ACCOGL.;FATTURA
021155;DOMUS COOPCOOP.DI SOLIDARIETÓ A R.L.;01420020404;2496;DD/12/007210;S.FAMIGLIA E ACCOGL.;FATTURA
013603;DOMUS COOPCOOP.DI SOLIDARIETÓ A R.L.;01420020404;4492,11;DD/12/001659;S.FAMIGLIA E ACCOGL.;FATTURA
013609;DOMUS COOPCOOP.DI SOLIDARIETÓ A R.L.;01420020404;4353,44;DD/12/002800;S.FAMIGLIA E ACCOGL.;FATTURA
018576;DONATTI GIANFRANCO;04114600481;249,36;DD/12/008278;DIREZ. AVVOCATURA;FATTURA
022167;DOPLA S.P.A.GIÓ GI? STYLE MONOUSO SPA;00556600260;2521,88;DD/12/008192;SERV.CENTR.ACQUISTI;FATTURA
023058;DOPLA S.P.A.GIÓ GI? STYLE MONOUSO SPA;00556600260;1624,43;DD/11/011151;SERV SUPPORTO SCUOLA;FATTURA
019414;DOTMEDIADOTMEDIA SRL;05862570487;3630;DD/12/002580;SERV.PROMOZ.ECON.TURISTIC;FATTURA
013960;DOUbLE SHOt;92075970480;1754,5;DD/11/006771;SERV.BIBL.ARCH.EVENT;FATTURA
019767;DR. WOLF S.R.L.;05237540488;3025;DD/12/005273;SERV.GEST.INFRASTR.TECNOL;FATTURA
016060;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;95,71;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
016060;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;32,78;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
016060;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;234,9;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
016060;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;61,42;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
016060;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;35,45;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
016060;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;33,59;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
016060;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;136,75;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
016060;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;1556,4;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
016056;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;44,56;DD/12/002487;SERV.CENTR.ACQUISTI;FATTURA
016060;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;181,55;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
021729;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;1,85;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
021733;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;280,43;DD/12/006797;SERV.CENTR.ACQUISTI;FATTURA
021733;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;789,71;DD/12/006797;SERV.CENTR.ACQUISTI;FATTURA
021733;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;1750,9;DD/12/006797;SERV.CENTR.ACQUISTI;FATTURA
021733;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;-55,36;DD/12/006797;SERV.CENTR.ACQUISTI;NOTA DI CREDITO
021892;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;1539;DD/12/006797;SERV.CENTR.ACQUISTI;FATTURA
017912;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;410,03;DD/12/004486;SERV.CENTR.ACQUISTI;FATTURA
017912;D.R.S. SRLDISTRIBUZIONE RICAMBI;01515190492;-280,43;DD/12/004486;SERV.CENTR.ACQUISTI;NOTA DI CREDITO
019009;DUCCI TOMMASO;04037150481;637,07;DD/12/008102;DIREZ. AVVOCATURA;FATTURA
013533;DUE G - GUANTI INDUSTRIALI;00018940460;1634,89;DD/12/003481;SERV.CENTR.ACQUISTI;FATTURA
017109;DUE PG ARREDAMENTI S.R.L.;04673210482;14815,78;DD/11/000762;SERV.GEST. E MANUT. (EX);FATTURA
022315;DUE PG ARREDAMENTI S.R.L.;04673210482;9687,3;DD/12/001128;SUP.TECN.QUART.E IMP.SPOR;FATTURA
023485;DUE PG ARREDAMENTI S.R.L.;04673210482;52,05;DD/12/004320;SERV.GEST. E MANUT. (EX);FATTURA
023484;DUE PG ARREDAMENTI S.R.L.;04673210482;7336,11;DD/11/000762;SERV.GEST. E MANUT. (EX);FATTURA
016724;DURSO CLAUDIA;02207250974;2160;DD/11/010641;S.ATT.EDUC.E FORMAT.;FATTURA
019098;DYNAMO ACADEMY;01722500475;180;DD/12/004651;DIR.SERV.SOCIALI;FATTURA
019100;DYNAMO ACADEMY;01722500475;705;DD/12/004651;DIR.SERV.SOCIALI;FATTURA
019099;DYNAMO ACADEMY;01722500475;490;DD/12/004651;DIR.SERV.SOCIALI;FATTURA
014173;EASY NITE SRL;06370090018;90;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
014173;EASY NITE SRL;06370090018;1,92;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
014173;EASY NITE SRL;06370090018;3,64;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
014173;EASY NITE SRL;06370090018;172;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
021700;EASY NITE SRL;06370090018;4,33;DD/12/006773;UFF.AFFARI GEN.E CERIM.;FATTURA
021700;EASY NITE SRL;06370090018;179;DD/12/006773;UFF.AFFARI GEN.E CERIM.;FATTURA
021700;EASY NITE SRL;06370090018;21,75;DD/12/006773;UFF.AFFARI GEN.E CERIM.;FATTURA
021772;EASY NITE SRL;06370090018;2,24;DD/12/006773;UFF.AFFARI GEN.E CERIM.;FATTURA
016244;EASY NITE SRL;06370090018;14,16;DD/12/005033;UFFICIO DI GABINETTO;FATTURA
022005;EASY NITE SRL;06370090018;5,38;DD/12/009216;DIREZ.CONSIGLIO COMUNALE;FATTURA
018347;EASY NITE SRL;06370090018;8,61;DD/12/005883;UFF.AFFARI GEN.E CERIM.;FATTURA
016702;EASY NITE SRL;06370090018;102,56;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
016702;EASY NITE SRL;06370090018;8,77;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
023133;EASY NITE SRL;06370090018;14,98;DD/12/008223;UFF.AFFARI GEN.E CERIM.;FATTURA
023132;EASY NITE SRL;06370090018;12,34;DD/12/006773;UFF.AFFARI GEN.E CERIM.;FATTURA
013652;EASY NITE SRL;06370090018;8,64;DD/11/011066;UFF.AFFARI GEN.E CERIM.;FATTURA
015726;EASY NITE SRL;06370090018;7,83;DD/11/011066;UFF.AFFARI GEN.E CERIM.;FATTURA
023392;EASY NITE SRL;06370090018;4,51;DD/12/004785;DIREZ. RISORSE UMANE;FATTURA
023388;EASY NITE SRL;06370090018;6;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
023388;EASY NITE SRL;06370090018;1,33;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
023381;EASY NITE SRL;06370090018;14,16;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
023379;EASY NITE SRL;06370090018;12,3;DD/12/005327;DIREZ. RISORSE UMANE;FATTURA
023379;EASY NITE SRL;06370090018;14,82;DD/12/005327;DIREZ. RISORSE UMANE;FATTURA
023394;EASY NITE SRL;06370090018;12,1;DD/11/012072;S.AMMIN.DEL PERSONALE;FATTURA
022837;ECOFIRENZE S.R.L.;06370090018;1075;DD/12/004151;S.ATT.EDUC.E FORMAT.;FATTURA
022468;ECOMARKET S.R.L.;12927870159;4118,4;DD/12/006596;SERV.CENTR.ACQUISTI;FATTURA
014662;EDENRED ITALIA S.R.L.;09429840151;3025;DD/10/011132;DIR.SERV.SOCIALI;FATTURA
014662;EDENRED ITALIA S.R.L.;09429840151;2574,64;DD/10/011132;DIR.SERV.SOCIALI;FATTURA
022943;EDENRED ITALIA S.R.L.;09429840151;4590,98;DD/10/011132;DIR.SERV.SOCIALI;FATTURA
022758;EDICOLA CARTOLERIA MASSIMO MANNUCCI;02219760481;455,3;DD/12/008012;SERV SUPPORTO SCUOLA;FATTURA
022754;EDICOLA CARTOLIBRERIA GHIRIBELLILORENZO & C. s.n.c.;05039420483;3403,52;DD/12/008012;SERV SUPPORTO SCUOLA;FATTURA
020464;EDICOLA LO MONACO MASSIMO;05405410480;1224;DD/11/011030;SERV.BIBL.ARCH.EVENT;FATTURA
018735;EDICOLA LOGGIA RONTINI BORIS;05603990481;804,8;DD/12/000747;UFF.AFFARI GEN.E CERIM.;FATTURA
018735;EDICOLA LOGGIA RONTINI BORIS;05603990481;809,2;DD/12/000747;UFF.AFFARI GEN.E CERIM.;FATTURA
018737;EDICOLA LOGGIA RONTINI BORIS;05603990481;749;DD/12/005132;UFF.AFFARI GEN.E CERIM.;FATTURA
018736;EDICOLA LOGGIA RONTINI BORIS;05603990481;715,1;DD/12/002176;UFF.AFFARI GEN.E CERIM.;FATTURA
018736;EDICOLA LOGGIA RONTINI BORIS;05603990481;830,3;DD/12/002176;UFF.AFFARI GEN.E CERIM.;FATTURA
018737;EDICOLA LOGGIA RONTINI BORIS;05603990481;742,8;DD/12/005132;UFF.AFFARI GEN.E CERIM.;FATTURA
023462;EDICOLA LOGGIA RONTINI BORIS;05603990481;752,2;DD/12/005132;UFF.AFFARI GEN.E CERIM.;FATTURA
023462;EDICOLA LOGGIA RONTINI BORIS;05603990481;748,8;DD/12/005132;UFF.AFFARI GEN.E CERIM.;FATTURA
023462;EDICOLA LOGGIA RONTINI BORIS;05603990481;763,6;DD/12/005132;UFF.AFFARI GEN.E CERIM.;FATTURA
022749;EDICOLA MANNELLI GIANLUCA;04694220486;455,99;DD/12/008012;SERV SUPPORTO SCUOLA;FATTURA
024258;EDIL PROGETTI 87;01647520616;35664,7;DD/11/000777;SERV.PALAZZO DI GIUSTIZIA;FATTURA
020330;EDIL ROMEODI BALIS SAURO E LUCA;05591890487;11295,35;DD/11/011446;SUP.TECN.QUART.E IMP.SPOR;FATTURA
014402;EDILIZIA SAN GIORGIO S.R.L.;04883450480;50,43;DD/11/008194;SERV.GEST. E MANUT. (EX);FATTURA
014403;EDILIZIA SAN GIORGIO S.R.L.;04883450480;24,07;DD/11/008194;SERV.GEST. E MANUT. (EX);FATTURA
014401;EDILIZIA SAN GIORGIO S.R.L.;04883450480;162,66;DD/11/008194;SERV.GEST. E MANUT. (EX);FATTURA
020353;EDILIZIA SAN GIORGIO S.R.L.;04883450480;23975,21;DD/12/001099;SUP.TECN.QUART.E IMP.SPOR;FATTURA
022910;EDILIZIA SAN GIORGIO S.R.L.;04883450480;19032,27;DD/12/006160;SUP.TECN.QUART.E IMP.SPOR;FATTURA
022773;EDILPOINT S.R.L.;01893700979;2215,23;DD/12/000646;SUP.TECN.QUART.E IMP.SPOR;FATTURA
022774;EDILPOINT S.R.L.;01893700979;5000;DD/12/000646;SUP.TECN.QUART.E IMP.SPOR;FATTURA
020939;EDILPOINT S.R.L.;01893700979;14520;DD/12/000646;SUP.TECN.QUART.E IMP.SPOR;FATTURA
